"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.373753387E1,-1.543491124E0,-2.312446321E0,1.818299296E0,3.322045329E0
4.374751288E1,-1.612291948E0,-2.268575832E0,3.154596233E-1,2.800970618E0
4.375749288E1,-1.705205082E0,-2.107541466E0,-9.112587386E-1,2.860043337E0
4.376747187E1,-1.629518576E0,-1.870999227E0,-1.623872944E0,2.965287884E0
4.377745188E1,-1.342799041E0,-1.738496497E0,-2.098244101E0,3.037780051E0
4.378743088E1,-1.150370390E0,-1.698685437E0,-2.248149168E0,3.043527383E0
4.379741087E1,-9.909988265E-1,-1.716937228E0,-2.223605481E0,2.978988663E0
4.380739088E1,-9.844929220E-1,-1.887757932E0,-2.228964454E0,3.082391744E0
4.381736988E1,-8.714777917E-1,-2.092245881E0,-2.131634041E0,3.111403229E0
4.382734987E1,-6.756239147E-1,-2.221164707E0,-1.962019179E0,3.039664387E0
4.383732888E1,-4.313208859E-1,-2.241256763E0,-1.789244481E0,2.900114722E0
4.384730888E1,-1.818899586E-1,-2.151168711E0,-1.567974147E0,2.668174227E0
4.385728788E1,-1.216206238E-2,-1.996857036E0,-1.410039098E0,2.444544169E0
4.386726788E1,5.803884130E-2,-1.754359700E0,-1.502408148E0,2.310492742E0
4.387724688E1,3.393278114E-2,-1.464314561E0,-1.893383977E0,2.393798540E0
4.388722688E1,-3.788367167E-2,-1.167954137E0,-2.490873522E0,2.751363833E0
4.389720588E1,-5.647525929E-2,-8.286739804E-1,-2.859591925E0,2.977777022E0
4.390718588E1,-2.073488452E-2,-4.382461819E-1,-3.015098625E0,3.046852371E0
4.391716588E1,-1.374789670E-1,-1.041936553E-1,-3.262387315E0,3.266944716E0
4.392714488E1,-2.804285889E-1,1.731362747E-1,-3.650203893E0,3.665051817E0
4.393712488E1,-3.744719895E-1,3.013426906E-1,-3.999896625E0,4.028673442E0
4.394710388E1,-3.768045900E-1,3.657184884E-1,-4.120497787E0,4.153821581E0
4.395708388E1,-2.827052754E-1,4.944017447E-1,-4.015957757E0,4.056140045E0
4.396706288E1,-2.243008004E-1,5.390909176E-1,-3.838676611E0,3.882829894E0
4.397704288E1,-7.309768740E-2,5.267300498E-1,-3.531672061E0,3.571483636E0
4.398702188E1,1.978931665E-1,5.800830422E-1,-3.248924686E0,3.306231942E0
4.399700188E1,4.667815079E-1,6.972461873E-1,-3.018144439E0,3.132608032E0
4.400698088E1,5.969787911E-1,7.800355250E-1,-2.850504767E0,3.014998594E0
4.401696088E1,5.891370171E-1,8.023841679E-1,-2.699156606E0,2.876864467E0
4.402693988E1,5.391318115E-1,8.017241634E-1,-2.563063831E0,2.739109517E0
4.403691988E1,6.436513395E-1,7.789735244E-1,-2.360826184E0,2.567992809E0
4.404689988E1,7.478777392E-1,7.239661355E-1,-1.964386716E0,2.223120161E0
4.405687888E1,6.563189667E-1,6.569249576E-1,-1.418384244E0,1.695322639E0
4.406685888E1,4.039388135E-1,7.071407725E-1,-1.082701440E0,1.354790407E0
4.407683787E1,2.468953370E-1,8.112002342E-1,-1.061432194E0,1.358543863E0
4.408681788E1,3.556973840E-1,1.010538686E0,-1.218774335E0,1.622689109E0
4.409679688E1,5.520679722E-1,1.249992765E0,-1.292785467E0,1.881104788E0
4.410677687E1,6.259790073E-1,1.245965642E0,-9.116493326E-1,1.665948560E0
4.411675588E1,4.736867042E-1,1.019944079E0,-2.533674556E-1,1.152761938E0
4.412673588E1,5.115191761E-2,8.014698827E-1,5.341665387E-1,9.645228782E-1
4.413671487E1,-2.875362815E-1,6.892997481E-1,1.055242331E0,1.292806108E0
4.414669488E1,-4.908421791E-1,6.984095639E-1,1.400059070E0,1.639776620E0
4.415667388E1,-8.921567622E-1,1.088364469E0,1.563401039E0,2.103497971E0
4.416665387E1,-1.113905472E0,1.633051026E0,1.292754477E0,2.361960031E0
4.417663388E1,-8.590472690E-1,1.635663854E0,1.148252821E0,2.175279981E0
4.418661288E1,-6.318477114E-1,1.315900534E0,1.917558120E0,2.409949147E0
4.419659287E1,-5.303204230E-1,1.035878399E0,3.109186757E0,3.319838264E0
4.420657188E1,-4.860965788E-1,5.632603104E-1,4.363059003E0,4.426040660E0
4.421655188E1,-2.052752032E-1,-1.114327641E-1,5.536950111E0,5.541874385E0
4.422653087E1,-9.687317887E-2,-8.022647385E-1,6.501834834E0,6.551859990E0
4.423651088E1,-2.000700667E-1,-1.117655949E0,7.088464345E0,7.178823694E0
4.424648988E1,-7.433869040E-2,-1.357286395E0,7.028847889E0,7.159082011E0
4.425646987E1,3.316159553E-1,-1.706912177E0,6.464583392E0,6.694352602E0
4.426644888E1,7.829440762E-1,-1.945853966E0,5.965741053E0,6.323718478E0
4.427642888E1,1.114847166E0,-2.300311302E0,5.822406501E0,6.358831163E0
4.428640787E1,1.182842537E0,-2.788758754E0,5.699407981E0,6.454420438E0
4.429638788E1,1.052862222E0,-3.240816936E0,5.537622541E0,6.502051728E0
4.430636688E1,1.077511598E0,-3.501533465E0,5.147286397E0,6.317936776E0
4.431634687E1,1.193839980E0,-3.533899850E0,4.232763158E0,5.641806980E0
4.432632588E1,1.369398610E0,-3.283110432E0,3.185340893E0,4.774983065E0
4.433630588E1,1.640334902E0,-2.726115779E0,2.094124737E0,3.808905912E0
4.434628587E1,1.700085845E0,-2.079461382E0,7.347125870E-1,2.784646136E0
4.435626488E1,1.867515310E0,-1.251063829E0,-4.910491705E-1,2.300848414E0
4.436624488E1,2.031443755E0,-3.838511061E-1,-1.400602861E0,2.497157139E0
4.437622387E1,2.007988819E0,2.553919078E-1,-1.863939738E0,2.751638688E0
4.438620388E1,1.876769698E0,6.345638893E-1,-2.010646378E0,2.822699894E0
4.439618288E1,1.605406413E0,7.785531827E-1,-1.912668094E0,2.615678506E0
4.440616287E1,1.218233467E0,6.828381363E-1,-1.665420919E0,2.173473611E0
4.441614188E1,7.546010140E-1,4.035259270E-1,-1.546472765E0,1.767437093E0
4.442612188E1,3.925099189E-1,1.571574423E-1,-1.537532957E0,1.594606564E0
4.443610088E1,1.258871908E-1,-4.381903410E-3,-1.680742378E0,1.685455941E0
4.444608088E1,-1.478450753E-1,-1.151843011E-1,-1.942240387E0,1.951261979E0
4.445605988E1,-3.296904306E-1,-2.106514987E-1,-2.272075390E0,2.305514349E0
4.446603988E1,-4.187897180E-1,-1.825736808E-1,-2.698957216E0,2.737350550E0
4.447601888E1,-5.419565283E-1,-1.180395696E-1,-3.250290595E0,3.297277539E0
4.448599888E1,-6.317100095E-1,-5.618728392E-2,-3.830075356E0,3.882227683E0
4.449597888E1,-6.359363039E-1,1.218702268E-1,-4.292553277E0,4.341115176E0
4.450595788E1,-6.692430675E-1,2.121060667E-1,-4.525363092E0,4.579496302E0
4.451593788E1,-6.331411886E-1,1.928669731E-1,-4.632220958E0,4.679266656E0
4.452591688E1,-6.995282824E-1,1.606042298E-1,-4.611737577E0,4.667253691E0
4.453589688E1,-6.756384596E-1,2.710871503E-2,-4.439397912E0,4.490598627E0
4.454587588E1,-7.646550089E-1,-1.225640720E-1,-4.353105873E0,4.421453378E0
4.455585588E1,-9.268618874E-1,-1.528484830E-1,-4.461689837E0,4.559507848E0
4.456583488E1,-9.294118582E-1,-1.190735035E-1,-4.615654626E0,4.709803874E0
4.457581488E1,-7.683563695E-1,-4.240261920E-2,-4.607586638E0,4.671404941E0
4.458579388E1,-7.744985041E-1,1.685005291E-1,-4.439760439E0,4.509957108E0
4.459577388E1,-8.289412712E-1,3.857204975E-1,-4.448095645E0,4.541087844E0
4.460575288E1,-7.379263629E-1,5.409018002E-1,-4.170898447E0,4.270070717E0
4.461573288E1,-6.417314062E-1,7.470289428E-1,-3.643903518E0,3.774639624E0
4.462571187E1,-4.953559006E-1,8.725017122E-1,-2.733133022E0,2.911469186E0
4.463569188E1,-3.860042337E-1,8.644643489E-1,-1.663107761E0,1.913694151E0
4.464567088E1,-4.528610051E-1,7.578463648E-1,-8.548646826E-1,1.228905134E0
4.465565087E1,-5.782947443E-1,6.032439364E-1,-2.844851679E-1,8.827569705E-1
4.466563088E1,-6.212013935E-1,4.164767788E-1,4.638718969E-1,8.800688696E-1
4.467560988E1,-4.524316367E-1,2.999983426E-1,1.226328353E0,1.341109474E0
4.468558988E1,-2.200044491E-1,3.537441947E-1,1.661052464E0,1.712492979E0
4.469556888E1,9.417035826E-2,5.107315562E-1,1.980743718E0,2.047696377E0
4.470554888E1,5.382811147E-1,6.684482847E-1,2.605928600E0,2.743616871E0
4.471552787E1,5.244775197E-1,8.417950592E-1,3.522874925E0,3.659828320E0
4.472550788E1,-7.270607013E-2,1.509827241E0,4.315473193E0,4.572545609E0
4.473548688E1,-5.565581222E-1,2.469662747E0,3.819643924E0,4.582430658E0
4.474546687E1,-2.687319284E-1,2.748074997E0,2.562733464E0,3.767192037E0
4.475544588E1,1.762933327E-1,2.947826116E0,2.755805601E0,4.039210648E0
4.476542588E1,1.230766901E-1,3.375465741E0,4.053760006E0,5.276541200E0
4.477540487E1,-2.925069630E-3,3.308006707E0,5.158837572E0,6.128337623E0
4.478538488E1,-5.280927435E-2,2.550104355E0,5.798785504E0,6.334961276E0
4.479536388E1,-2.453447468E-1,1.533839271E0,6.860319439E0,7.033977521E0
4.480534387E1,-6.476136321E-1,3.618683892E-1,7.577645915E0,7.613873506E0
4.481532288E1,-9.412591942E-1,-8.441044170E-1,7.711317358E0,7.814275176E0
4.482530288E1,-8.935409443E-1,-2.121077039E0,7.390828544E0,7.740912724E0
4.483528287E1,-7.474285269E-1,-3.119576674E0,6.812576339E0,7.530046773E0
4.484526188E1,-5.851364252E-1,-3.554358381E0,6.257842804E0,7.220557090E0
4.485524188E1,-5.758173522E-1,-3.666929561E0,5.873039880E0,6.947700013E0
4.486522087E1,-5.280658463E-1,-3.557291929E0,4.978762625E0,6.141763321E0
4.487520088E1,-3.956047770E-1,-3.111720648E0,3.259077791E0,4.523372257E0
4.488517988E1,-3.008154910E-1,-2.401723072E0,1.542132377E0,2.870006261E0
4.489515987E1,-1.176041713E-1,-1.733502097E0,-4.461250126E-2,1.738059417E0
4.490513888E1,-1.596509875E-1,-1.144588444E0,-1.595465416E0,1.970045948E0
4.491511888E1,-3.266392073E-1,-7.082596372E-1,-2.827008315E0,2.932626962E0
4.492509787E1,-5.341827647E-1,-4.852208852E-1,-3.590504991E0,3.662310285E0
4.493507788E1,-7.535496846E-1,-4.292907326E-1,-4.129306617E0,4.219395786E0
4.494505688E1,-7.786745124E-1,-4.703351898E-1,-4.054174574E0,4.154982631E0
4.495503687E1,-8.373819463E-1,-7.496908877E-1,-3.826901488E0,3.988536066E0
4.496501588E1,-9.167525632E-1,-1.111661749E0,-3.457973755E0,3.746172660E0
4.497499588E1,-9.900534779E-1,-1.510782238E0,-3.043328397E0,3.538999377E0
4.498497488E1,-8.981056463E-1,-1.712586461E0,-2.791408128E0,3.395807043E0
4.499495488E1,-6.113790214E-1,-1.614973774E0,-2.821779150E0,3.308226439E0
4.500493388E1,-2.809658018E-1,-1.353766371E0,-3.069698170E0,3.366700466E0
4.501491388E1,-2.509924628E-2,-1.000580586E0,-3.422494605E0,3.565846435E0
4.502489388E1,6.297297768E-2,-5.974624289E-1,-3.688976195E0,3.737575728E0
4.503487288E1,1.818717957E-2,-2.077468213E-1,-3.805949160E0,3.811658238E0
4.504485288E1,-7.297003537E-2,1.140500875E-1,-3.832597260E0,3.834988111E0
4.505483188E1,-1.165455329E-1,3.844637116E-1,-3.839850147E0,3.860808770E0
4.506481188E1,-1.658691359E-1,6.279466684E-1,-3.805544533E0,3.860569748E0
4.507479088E1,-1.452296340E-1,7.775962859E-1,-3.805549795E0,3.886895532E0
4.508477088E1,-1.652839758E-1,8.194983103E-1,-3.735222993E0,3.827634659E0
4.509474988E1,-1.438663557E-2,9.032298537E-1,-3.697848176E0,3.806588010E0
4.510472988E1,1.844763648E-1,1.015525046E0,-3.483557078E0,3.633248211E0
4.511470888E1,3.727371937E-1,1.137001462E0,-3.228899142E0,3.443471360E0
4.512468888E1,5.234752703E-1,1.157026860E0,-3.018148533E0,3.274440117E0
4.513466788E1,4.952017900E-1,1.067328307E0,-2.754068393E0,2.994880171E0
4.514464788E1,2.815335665E-1,9.136803630E-1,-2.324458841E0,2.513400457E0
4.515462688E1,5.805448260E-2,7.712057908E-1,-1.736808990E0,1.901219126E0
4.516460688E1,-1.229696495E-1,6.191112332E-1,-1.213335255E0,1.367699782E0
4.517458588E1,-2.210961608E-1,5.304031976E-1,-9.432354069E-1,1.104492688E0
4.518456588E1,-1.482908342E-1,5.671077783E-1,-9.231455433E-1,1.093525993E0
4.519454488E1,-1.647150051E-1,7.341738392E-1,-9.755997455E-1,1.232045909E0
4.520452488E1,-1.457149164E-1,9.610145239E-1,-1.112504114E0,1.477310785E0
4.521450388E1,-2.026392784E-2,1.085782923E0,-1.332254173E0,1.718789214E0
4.522448388E1,3.310055790E-2,1.091755488E0,-1.226110836E0,1.642063786E0
4.523446388E1,-1.360642697E-1,8.885338274E-1,-6.616171288E-1,1.116128610E0
4.524444288E1,-2.991720214E-1,5.822973096E-1,-1.112374306E-1,6.640390208E-1
4.525442288E1,-5.651136219E-1,3.042398398E-1,5.555316800E-1,8.488408174E-1
4.526440187E1,-7.730440092E-1,2.766811084E-1,1.755303149E0,1.937843807E0
4.527438188E1,-1.222274697E0,2.603364596E-1,2.862600902E0,3.123493946E0
4.528436088E1,-1.253116494E0,3.899530046E-2,3.832561592E0,4.032412422E0
4.529434087E1,-1.635387427E0,3.395109024E-1,4.458927028E0,4.761490305E0
4.530431988E1,-2.028542805E0,1.027009781E0,3.986425225E0,4.589261496E0
4.531429988E1,-1.569884432E0,1.169398692E0,3.021779653E0,3.600442015E0
4.532427887E1,-7.060192765E-1,9.226874140E-1,2.928805416E0,3.150827899E0
4.533425888E1,-1.874318217E-1,1.022840351E0,3.596755080E0,3.744059318E0
4.534423788E1,-5.929485977E-2,8.961537726E-1,4.651572318E0,4.737481662E0
4.535421787E1,1.294155104E-1,4.536997516E-1,5.360654805E0,5.381376383E0
4.536419688E1,2.835146397E-1,2.517638202E-1,6.417341398E0,6.428532973E0
4.537417688E1,5.517918009E-1,-3.031686299E-2,7.199226397E0,7.220405392E0
4.538415587E1,7.188063332E-1,-2.131231899E-1,6.963204707E0,7.003450851E0
4.539413588E1,8.181810057E-1,-1.968432259E-1,5.828556018E0,5.888992500E0
4.540411488E1,1.187840737E0,-3.173631113E-1,4.820670871E0,4.974992724E0
4.541409487E1,1.591749364E0,-7.568299726E-1,4.090377025E0,4.453946772E0
4.542407388E1,1.722912498E0,-1.433516253E0,3.484617763E0,4.143182023E0
4.543405388E1,1.483528512E0,-2.026944615E0,3.361093578E0,4.195987531E0
4.544403287E1,1.338721193E0,-2.335521481E0,2.786917466E0,3.874757280E0
4.545401367E1,1.477701908E0,-2.415171668E0,1.774601884E0,3.341536916E0
4.546399367E1,1.537315879E0,-2.251641418E0,6.116585183E-1,2.794164514E0
4.547397267E1,1.519594577E0,-2.010926752E0,-6.179156238E-1,2.595151980E0
4.548395267E1,1.534978893E0,-1.808273075E0,-1.822388254E0,2.991172122E0
4.549393167E1,1.426260005E0,-1.626936154E0,-2.631561624E0,3.406795478E0
4.550391167E1,1.158816547E0,-1.558798842E0,-3.061795658E0,3.625920886E0
4.551389067E1,1.072388048E0,-1.451860431E0,-3.124892963E0,3.608721500E0
4.552387067E1,1.121034836E0,-1.235289503E0,-2.789590228E0,3.250303509E0
4.553384967E1,1.078863401E0,-1.007353416E0,-2.195106736E0,2.645222245E0
4.554382967E1,8.363701587E-1,-8.568219649E-1,-1.705727531E0,2.084026231E0
4.555380867E1,4.570772130E-1,-7.341628756E-1,-1.629233086E0,1.844536569E0
4.556378867E1,1.690065325E-1,-5.931112234E-1,-1.905711077E0,2.003017434E0
4.557376767E1,5.643948164E-2,-4.194886795E-1,-2.161583480E0,2.202634629E0
4.558374767E1,-6.982489116E-4,-2.172297625E-1,-2.415947886E0,2.425694425E0
4.559372667E1,-8.327330444E-3,2.312756516E-2,-2.695752357E0,2.695864425E0
4.560370667E1,-2.792683186E-2,2.080275607E-1,-2.979563341E0,2.986947117E0
4.561368567E1,-5.498301331E-2,3.478129984E-1,-3.234159297E0,3.253272717E0
4.562366567E1,-9.207668960E-2,4.458519477E-1,-3.448870810E0,3.478788861E0
4.563364467E1,-1.104067240E-1,5.095435482E-1,-3.660238300E0,3.697183886E0
4.564362467E1,-1.538955365E-1,5.926392069E-1,-3.772960339E0,3.822320602E0
4.565360367E1,-1.025637805E-1,6.404703811E-1,-3.921567324E0,3.974847408E0
4.566358367E1,-5.958656274E-2,6.647858812E-1,-3.926326958E0,3.982654166E0
4.567356267E1,-6.448554274E-2,6.980637011E-1,-3.800155739E0,3.864276770E0
4.568354267E1,-8.510505438E-2,6.847616509E-1,-3.788779396E0,3.851102530E0
4.569352167E1,-2.117755529E-2,6.970989836E-1,-3.864703152E0,3.927126932E0
4.570350167E1,-1.016565850E-1,7.410422710E-1,-3.851082063E0,3.923048657E0
4.571348067E1,-2.832398571E-1,6.573931003E-1,-3.626365380E0,3.696338238E0
4.572346067E1,-4.675166856E-1,5.109363549E-1,-3.284604396E0,3.356821986E0
4.573344067E1,-5.666455559E-1,4.840376280E-1,-2.878967258E0,2.973858115E0
4.574341967E1,-5.582683962E-1,5.330878736E-1,-2.582391218E0,2.695290464E0
4.575339967E1,-5.468286842E-1,5.809745233E-1,-2.317380787E0,2.450878764E0
4.576337867E1,-5.452495340E-1,6.273533222E-1,-1.986940597E0,2.153787868E0
4.577335867E1,-4.836598248E-1,6.436449806E-1,-1.416033663E0,1.628912835E0
4.578333767E1,-4.690971150E-1,6.109559023E-1,-6.136646980E-1,9.848368288E-1
4.579331767E1,-6.034213629E-1,5.227160094E-1,1.192691660E-1,8.072016487E-1
4.580329667E1,-7.281773002E-1,3.226605425E-1,6.040243936E-1,9.995986566E-1
4.581327667E1,-5.847000767E-1,1.788783136E-1,8.497308272E-1,1.046859164E0
4.582325567E1,-3.584250736E-1,2.540499718E-1,1.195090773E0,1.273283895E0
4.583323567E1,6.724338200E-2,2.550965504E-1,1.871595497E0,1.890096724E0
4.584321467E1,5.991439419E-1,1.043391779E-1,2.735328067E0,2.802120583E0
4.585319467E1,6.708145067E-1,-2.188912489E-2,3.600390878E0,3.662415284E0
4.586317367E1,3.226085388E-1,9.917652503E-2,4.532540549E0,4.545089227E0
4.587315367E1,5.686950780E-2,5.708540162E-1,5.356855869E0,5.387486728E0
4.588313267E1,-3.745194616E-1,1.539277766E0,5.484109992E0,5.708336297E0
4.589311267E1,-8.363397532E-1,3.369012170E0,4.087466866E0,5.362563991E0
4.590309167E1,-4.766796380E-2,4.877202337E0,2.116766326E0,5.316961026E0
4.591307167E1,1.271664155E0,4.912653421E0,2.236896202E0,5.545718887E0
4.592305067E1,1.444713233E0,4.579176479E0,4.467290300E0,6.558409577E0
4.593303067E1,6.898525292E-1,4.069955624E0,6.422481685E0,7.634704074E0
4.594300967E1,-1.260763483E-1,2.370455086E0,7.434362234E0,7.804145975E0
4.595298967E1,-7.244608831E-1,4.279574212E-1,7.865733553E0,7.910610308E0
4.596296867E1,-1.039639328E0,-1.024120233E0,7.291118900E0,7.435730428E0
4.597294867E1,-1.026439312E0,-2.142306233E0,6.448758488E0,6.872375113E0
4.598292767E1,-6.857678837E-1,-2.706392536E0,5.693196484E0,6.340924566E0
4.599290767E1,-3.764491524E-1,-2.819597554E0,4.908370920E0,5.673089936E0
4.600288667E1,-1.523983204E-1,-2.865191218E0,4.107159703E0,5.010120437E0
4.601286667E1,7.406236835E-2,-2.856577393E0,3.202337580E0,4.291909320E0
4.602284567E1,4.903189994E-2,-2.564607204E0,2.042579777E0,3.278985572E0
4.603282567E1,1.104412591E-1,-2.081412306E0,7.007782710E-1,2.198991733E0
4.604280467E1,8.132694907E-2,-1.702949226E0,-6.858216780E-1,1.837661969E0
4.605278467E1,-1.131722011E-1,-1.456263676E0,-1.855138509E0,2.361154533E0
4.606276367E1,-3.823744284E-1,-1.216527908E0,-2.830176921E0,3.104199053E0
4.607274367E1,-5.372283601E-1,-1.070669479E0,-3.561099343E0,3.757176596E0
4.608272367E1,-4.943357442E-1,-1.060588879E0,-3.934664503E0,4.104972758E0
4.609270267E1,-3.287776072E-1,-1.051288298E0,-3.835793349E0,3.990816008E0
4.610268267E1,-1.936708190E-1,-1.255995663E0,-3.553492116E0,3.773902451E0
4.611266167E1,-2.415126644E-1,-1.647538087E0,-3.126937149E0,3.542660871E0
4.612264167E1,-3.924942045E-1,-1.961618352E0,-2.637040465E0,3.309981975E0
4.613262067E1,-5.686908388E-1,-2.189804774E0,-2.233199008E0,3.178967132E0
4.614260067E1,-6.788304546E-1,-2.325701959E0,-2.084287966E0,3.195928146E0
4.615257967E1,-7.399561507E-1,-2.257980385E0,-2.362790848E0,3.350938841E0
4.616255967E1,-7.509571023E-1,-1.929200219E0,-2.999477788E0,3.644532488E0
4.617253867E1,-6.047255478E-1,-1.471383991E0,-3.567423692E0,3.906043476E0
4.618251867E1,-4.268725435E-1,-9.715994460E-1,-3.952744678E0,4.092727226E0
4.619249767E1,-4.877218124E-1,-5.329429357E-1,-4.253019083E0,4.313939274E0
4.620247767E1,-6.612829605E-1,-2.699373684E-1,-4.334552658E0,4.393006724E0
4.621245667E1,-7.372041587E-1,-1.424593695E-1,-4.170127784E0,4.237184251E0
4.622243667E1,-7.367751192E-1,3.274024151E-2,-4.051606477E0,4.118182189E0
4.623241567E1,-7.373090431E-1,2.489206481E-1,-4.012791490E0,4.087552037E0
4.624239567E1,-5.123346435E-1,3.095712579E-1,-3.821908550E0,3.868501792E0
4.625237467E1,-3.379545198E-1,3.349252966E-1,-3.542283003E0,3.574095282E0
4.626235467E1,-1.335409769E-1,4.719634201E-1,-3.268426904E0,3.305026035E0
4.627233367E1,-1.003045991E-2,5.565746771E-1,-3.044535263E0,3.095007423E0
4.628231367E1,4.313213244E-2,5.377443038E-1,-2.760099796E0,2.812326475E0
4.629229267E1,1.072306260E-2,5.972055168E-1,-2.403396252E0,2.476506200E0
4.630227267E1,1.346507784E-2,6.765445588E-1,-2.057877848E0,2.166276779E0
4.631225167E1,1.518452104E-1,8.027010870E-1,-1.698353607E0,1.884619584E0
4.632223167E1,1.879949999E-1,9.360927406E-1,-1.405436170E0,1.699076975E0
4.633221067E1,1.052135194E-1,9.723564412E-1,-1.351088054E0,1.667928615E0
4.634219067E1,-8.181007527E-2,1.025876371E0,-1.443213860E0,1.772563529E0
4.635216967E1,-2.271868399E-1,1.129235044E0,-1.358193591E0,1.780863688E0
4.636214967E1,-2.779685557E-1,1.156721782E0,-1.168417529E0,1.667474534E0
4.637212867E1,-1.980233036E-1,1.053486558E0,-8.922307295E-1,1.394676605E0
4.638210867E1,-3.879463132E-2,1.111527337E0,-4.814164674E-1,1.211924032E0
4.639208767E1,-3.777721580E-2,1.264754792E0,5.004924238E-2,1.266308307E0
4.640206767E1,-2.823879909E-2,1.251218926E0,6.960396874E-1,1.432067554E0
4.641204667E1,-9.622689709E-3,1.236661698E0,1.481543528E0,1.929869420E0
4.642202667E1,-8.646230277E-2,1.307873037E0,2.438272555E0,2.768245051E0
4.643200567E1,-9.587884158E-2,1.303404888E0,3.221642162E0,3.476641378E0
4.644198567E1,-3.455574350E-1,1.440298877E0,3.879132326E0,4.152293150E0
4.645196467E1,-7.455382682E-1,1.855841344E0,4.060687203E0,4.526494777E0
4.646194392E1,-5.486789991E-1,1.758114198E0,3.884863182E0,4.299322751E0
4.647192292E1,-9.850062344E-2,1.057627922E0,4.141705638E0,4.275746109E0
4.648190292E1,-1.750408408E-1,7.920367889E-1,4.789792895E0,4.857991102E0
4.649188192E1,-5.167915374E-1,6.639906599E-1,5.661588190E0,5.723769556E0
4.650186192E1,-2.729814289E-1,1.754631742E-1,6.555146822E0,6.563174236E0
4.651184092E1,1.663155525E-1,-3.478123041E-1,7.271408520E0,7.281621806E0
4.652182092E1,2.694265776E-1,-7.225264049E-1,7.662501878E0,7.701205757E0
4.653179992E1,1.790412682E-1,-1.028653799E0,7.500765554E0,7.573088426E0
4.654177992E1,3.217946064E-1,-1.545957479E0,6.735831048E0,6.918450420E0
4.655175892E1,5.324309755E-1,-2.189488732E0,6.024325476E0,6.431939139E0
4.656173892E1,5.897574797E-1,-2.719140343E0,5.479262651E0,6.145230450E0
4.657171792E1,6.957493000E-1,-3.016107562E0,4.640257371E0,5.577899280E0
4.658169792E1,9.557852127E-1,-3.165521756E0,3.372316723E0,4.722983532E0
4.659167692E1,1.215941359E0,-3.031551520E0,2.216720969E0,3.947489058E0
4.660165692E1,1.361744751E0,-2.726693191E0,1.018006092E0,3.213337973E0
4.661163592E1,1.566817421E0,-2.423324294E0,-3.768776071E-1,2.910232671E0
4.662161592E1,1.749481953E0,-2.063163731E0,-1.615576914E0,3.150780927E0
4.663159492E1,1.784823986E0,-1.741269831E0,-2.555590505E0,3.570526588E0
4.664157492E1,1.693260975E0,-1.501427862E0,-3.145203266E0,3.874754436E0
4.665155392E1,1.494051600E0,-1.265857723E0,-3.370890003E0,3.898395230E0
4.666153392E1,1.260601807E0,-9.748849234E-1,-3.480608912E0,3.828074702E0
4.667151292E1,9.906513557E-1,-6.455285150E-1,-3.368299686E0,3.569809512E0
4.668149292E1,6.780928284E-1,-3.787650518E-1,-2.944262531E0,3.044988456E0
4.669147192E1,3.562850292E-1,-3.649492872E-1,-2.354407695E0,2.409016936E0
4.670145192E1,1.369087173E-1,-4.559192450E-1,-1.799829111E0,1.861717267E0
4.671143092E1,4.562344830E-3,-4.899208771E-1,-1.379345893E0,1.463775384E0
4.672141092E1,-2.365424580E-1,-5.338723872E-1,-1.124931786E0,1.267455555E0
4.673138992E1,-4.569410825E-1,-5.298156986E-1,-1.087504928E0,1.293122885E0
4.674136992E1,-6.070561018E-1,-4.307054299E-1,-1.272376345E0,1.474098315E0
4.675134892E1,-6.019362798E-1,-2.643088386E-1,-1.757208171E0,1.876157511E0
4.676132892E1,-6.180773724E-1,-1.466722152E-1,-2.289859112E0,2.376339018E0
4.677130792E1,-6.520841939E-1,3.323027473E-3,-2.649271086E0,2.728344209E0
4.678128792E1,-6.571060020E-1,1.807907186E-1,-3.039926487E0,3.115385470E0
4.679126692E1,-6.004858048E-1,2.910187735E-1,-3.417174223E0,3.481717220E0
4.680124692E1,-4.902421086E-1,3.533341222E-1,-3.834678869E0,3.882002622E0
4.681122592E1,-4.115380742E-1,4.483492935E-1,-4.244119036E0,4.287531582E0
4.682120592E1,-2.839059646E-1,5.713488369E-1,-4.297256777E0,4.344359320E0
4.683118492E1,8.302530941E-2,6.801823309E-1,-4.317620875E0,4.371657721E0
4.684116492E1,1.824597697E-1,8.784231144E-1,-4.161006712E0,4.256629605E0
4.685114392E1,1.706160882E-1,9.846825910E-1,-3.929410779E0,4.054501046E0
4.686112392E1,2.108489519E-1,9.956842004E-1,-3.830937821E0,3.963827556E0
4.687110292E1,8.961625434E-2,1.087615879E0,-3.670994253E0,3.829769990E0
4.688108292E1,-1.165945765E-1,1.185864159E0,-3.464657707E0,3.663839670E0
4.689106192E1,-1.626745827E-1,1.161085851E0,-3.373719471E0,3.571633581E0
4.690104192E1,-2.036926908E-1,1.134132453E0,-3.107155434E0,3.313934523E0
4.691102192E1,-3.057683750E-1,1.010043427E0,-2.611240795E0,2.816426906E0
4.692100092E1,-4.754901682E-1,8.529408024E-1,-1.703288657E0,1.963362209E0
4.693098092E1,-7.389293066E-1,7.397015045E-1,-7.044509071E-1,1.260724362E0
4.694095992E1,-1.021800862E0,6.153483307E-1,1.446893513E-2,1.192870454E0
